#,单词,音标,解释,笔记,选中次数,正确次数,是否训练
667,bazaar,英:/bəˈzɑː(r)/ 美:/bəˈzɑːr/,n. 集市；市场；义卖市场,,0,0,1
668,be,英:/biː/ 美:/bi/,prep. 在，存在；是,,0,0,1
669,be at ease,,,放松,0,0,1
670,be bound up in,,,,1,1,1
671,be due to do,,,应当做（的）；预定做（的）,0,0,1
672,be of consequence,,,重要的,0,0,1
673,be up in arms,,,表示不满,0,0,1
674,beach,英:/biːtʃ/ 美:/bitʃ/,n. 海滩；湖滨 vt. 将…拖上岸,,0,0,1
675,bead,英:/biːd/ 美:/biːd/,n. 珠子；念珠；滴 vi. 形成珠状，起泡,,0,0,1
676,beak,英:/biːk/ 美:/biːk/,n. 鸟嘴；鹰钩鼻子；地方执法官；男教师,,0,0,1
677,beam,英:/biːm/ 美:/biːm/,"n. 梁, 横梁 束, 柱 vi. 发出光与热 面露喜色 vt. 播送",,0,0,1
678,bean,英:/biːn/ 美:/biːn/,n. 豆；[动]嘴峰；[美口]毫无价值的东西 vt. [美口]击…的头部,,0,0,1
679,bear,英:/beə(r)/ 美:/ber/,n. 熊；(在证券市场等)卖空的人 v. 有（某个名称）；支撑；承受；显示；忍受；开（花）；携带；承担责任；生育，生（孩子）；转向（左或北等）；举止；心怀；不适于某事(或做某事),,0,0,1
680,bearing,英:/ˈbeərɪŋ/ 美:/ˈberɪŋ/,n. 轴承；方位；举止；关系 v. 忍受（bear的ing形式）,,0,0,1
681,bearish,英:/'beərɪʃ/ 美:/'bɛrɪʃ/,adj. 粗暴的；如熊的；股票看跌的,,0,0,1
682,beast,英:/biːst/ 美:/biːst/,n. 野兽；畜生，人面兽心的人,,0,0,1
683,beat,英:/biːt/ 美:/bit/,vt. 打；打败 vi. 打；打败；拍打；有节奏地舒张与收缩,,0,0,1
684,beautiful,英:/ˈbjuːtəf(ə)l/ 美:/'bjʊtəfəl/,"adj. 美丽的, 悦目的 极好的, 很好的",,0,0,1
685,beauty,英:/ˈbjuːti/ 美:/ˈbjuːti/,n. 美；美人；美好的东西；美丽,,0,0,1
686,because,英:/bɪ'kɒz/ 美:/bɪ'kɔz/,conj. 因为,,0,0,1
687,become,英:/bɪ'kʌm/ 美:/bɪ'kʌm/,vi. 变成；变得；成为 vt. 适合；相称,,0,0,1
688,bed,英:/bed/ 美:/bɛd/,n. 床；基础；河底， 海底 vt. 使睡觉；安置，嵌入；栽种,,0,0,1
689,bedroom,英:/ˈbedruːm，ˈbedrʊm/ 美:/ˈbedruːm，ˈbedrʊm/,n. 卧室 adj. 两性关系的；城郊住宅区的,,0,0,1
690,bee,英:/biː/ 美:/bi/,n. 蜜蜂，蜂；勤劳的人,,0,0,1
691,beef,英:/biːf/ 美:/bif/,n. 牛肉；食用牛；肌肉；牢骚 vi. 抱怨，告发；发牢骚,,0,0,1
692,beer,英:/bɪə(r)/ 美:/bɪr/,n. 啤酒 vi. 喝啤酒,,0,0,1
693,beetle,英:/ˈbiːtl/ 美:/ˈbiːtl/,n. 甲虫,,0,0,1
694,before,英:/bɪ'fɔː/ 美:/bɪ'fɔr/,prep. 在…之前，先于 adv. 在前；以前,,0,0,1
695,beforehand,英:/bɪˈfɔːhænd/ 美:/bɪˈfɔːrhænd/,"adv. 预先, 事先",,0,0,1
696,beg,英:/beɡ/ 美:/beɡ/,vt. 恳求；乞讨；回避正题 vi. 请求；乞讨,,0,0,1
697,beggar,英:/'begə/ 美:/'bɛɡɚ/,n. 乞丐；穷人；[英口]家伙 vt. 使贫穷；使沦为乞丐,,0,0,1
698,begin,英:/bɪˈɡɪn/ 美:/bɪˈɡɪn/,vt. 开始 vi. 开始；首先,,0,0,1
699,beginner,英:/bɪ'gɪnə/ 美:/bɪ'gɪnɚ/,n. 初学者；新手；创始人,,0,0,1
700,beginning,英:/bɪ'gɪnɪŋ/ 美:/bɪ'ɡɪnɪŋ/,n. 开始；开端；起源；早期 adj. 刚开始的,,0,0,1
701,behalf,英:/bɪˈhɑːf/ 美:/bɪˈhæf/,"n. 方面, 利益, 赞同",,0,0,1
702,behave,英:/bɪˈheɪv/ 美:/bɪˈheɪv/,vi. 表现；举止端正；（机器等）运转；（事物）起某种作用 vt. 使守规矩；使表现得…,,0,0,1
703,behavior,英:/bɪˈheɪvjə(r)/ 美:/bɪˈheɪvjər/,n. 行为，举止；态度；反应,,0,0,1
704,behind,英:/bɪˈhaɪnd/ 美:/bɪˈhaɪnd/,prep. 在（或向）…的后面；在（或向）…的背面；落后于；支持；赞成；是…产生（或发展）的原因；成为（某人的）过去 adv. 在（或向）…的后面；在后面较远处；留在原地；拖欠；积压（工作） n.【非正式】屁股,,0,0,1
705,behindhand,英:/bɪ'haɪndhænd/ 美:/bɪ'haɪndhænd/,adv. (较正式)迟; 慢; 过期; 拖欠,,0,0,1
706,being,英:/ˈbiːɪŋ/ 美:/ˈbiːɪŋ/,n. 存在；生命；本质；品格 adj. 存在的；现有的,,0,0,1
707,belated,英:/bɪ'leɪtɪd/ 美:/bɪ'letɪd/,adj. 迟来的；误期的,,0,0,1
708,belief,英:/bɪˈliːf/ 美:/bɪˈliːf/,n. 相信，信赖；教义；信仰,,0,0,1
709,believe,英:/bɪ'liːv/ 美:/bɪ'liv/,vi. 信任；料想；笃信宗教 vt. 相信；认为；信任,,0,0,1
710,bell,英:/bel/ 美:/bɛl/,n. 铃，钟；钟声，铃声；钟状物 vt. 装钟于，系铃于,,0,0,1
711,belly,英:/ˈbeli/ 美:/ˈbeli/,n. 腹部；胃；食欲 vi. 涨满；鼓起,,0,0,1
712,belong,英:/bɪˈlɒŋ/ 美:/bɪˈlɔːŋ/,vi. 属于，应归入；适宜；应被放置；居住,,1,1,1
713,beloved,英:/bɪˈlʌvɪd/ 美:/bɪˈlʌvɪd/,adj. 心爱的；挚爱的 n. 心爱的人；亲爱的教友,,0,0,1
714,below,英:/bɪ'ləʊ/ 美:/bɪ'lo/,adv. 在下面，在较低处；在本页下面 prep. 在…下面,,0,0,1
715,belt,英:/belt/ 美:/belt/,n. 地带；带；腰带 vt. 用带子系住；用皮带抽打,,0,0,1
716,bench,英:/bentʃ/ 美:/bentʃ/,n. 长凳；工作台；替补队员席 v. 把（场上队员）换下；罚（场上队员）下场；不让（队员）上场；仰卧推举，卧推,,0,0,1
717,bend,英:/bend/ 美:/bend/,vt. 使弯曲；使屈服；使致力；使朝向 vi. 弯曲，转弯；屈服；专心于；倾向,,0,0,1
718,beneath,英:/bɪˈniːθ/ 美:/bɪˈniːθ/,prep. 在…之下 adv. 在下方,,0,0,1
719,beneficial,英:/ˌbenɪˈfɪʃl/ 美:/ˌbenɪˈfɪʃl/,"adj. 有益的, 有利的",,0,0,1
720,beneficiary,英:/ˌbenɪˈfɪʃəri/ 美:/ˌbenɪˈfɪʃieri/,n. 受惠者；受益人,,0,0,1
721,benefit,英:/ˈbenɪfɪt/ 美:/ˈbenɪfɪt/,n. 利益，好处；救济金 vt. 有益于，对…有益,,0,0,1
722,benevolence,英:/bɪ'nev(ə)l(ə)ns/ 美:/bə'nɛvələns/,n. 善意；慈悲；善行,,0,0,1
723,benevolent,英:/bəˈnevələnt/ 美:/bəˈnevələnt/,"adj. 好心肠的; 与人为善的 行善的, 慈善的",,0,0,1
724,bent,英:/bent/ 美:/bɛnt/,n. 爱好，嗜好 adj. 弯曲的；决心的,,0,0,1
725,berry,英:/ˈberi/ 美:/ˈberi/,n. 浆果（葡萄，番茄等） vi. 采集浆果,,0,0,1
726,beside,英:/bɪˈsaɪd/ 美:/bɪˈsaɪd/,prep. 在旁边；与…相比；和…无关,,0,0,1
727,besides,英:/bɪˈsaɪdz/ 美:/bɪˈsaɪdz/,adv. 而且；此外 prep. 除…之外,,0,0,1
728,best,英:/best/ 美:/best/,n. 最好的人，最好的事物；最佳状态 adj. 最好的,,0,0,1
729,bestow,英:/bɪˈstəʊ/ 美:/bɪˈstoʊ/,vt. 授予；使用；放置；留宿,,0,0,1
730,best-seller,英:/'best'selə/ 美:/ˈbɛstˈsɛlɚ/,n. 畅销书；畅销唱片,,0,0,1
731,best-selling,英:/ˈbestˈselɪŋ/ 美:/ˈbɛstˈsɛlɪŋ/,adj. 畅销的,,0,0,1
732,bet,英:/bet/ 美:/bet/,n. 打赌；赌注；预计；估计 v. 下赌注（于）；用…打赌；希望；期待；【非正式】敢说；八成儿,,0,0,1
733,betray,英:/bɪˈtreɪ/ 美:/bɪˈtreɪ/,vt. 背叛；出卖；泄露（秘密）；露出…迹象,,0,0,1
734,betrayal,英:/bɪˈtreɪəl/ 美:/bɪˈtreɪəl/,n. 背叛；辜负；暴露,,0,0,1
735,better,英:/ˈbetə(r)/ 美:/ˈbetər/,n. 较好者；打赌的人（等于bettor）；长辈 adv. 更多的；更好的；较大程度地,,0,0,1
736,better-off,英:/'betə'ɔf/ 美:/ˌbɛtɚˈɔf/,adj. 境况较好的,,0,0,1
737,between,英:/bɪ'twiːn/ 美:/bɪ'twin/,prep. 在…之间 adv. 在中间,,0,0,1
738,beverage,英:/ˈbevərɪdʒ/ 美:/ˈbevərɪdʒ/,n. 饮料,,0,0,1
739,beware,英:/bɪˈweə(r)/ 美:/bɪˈwer/,vi. 当心，小心 vt. 提防；注意，当心,,0,0,1
740,bewilder,英:/bɪˈwɪldə(r)/ 美:/bɪˈwɪldər/,vt. 使迷惑，使不知所措,,0,0,1
741,beyond,英:/bɪˈjɒnd/ 美:/bɪˈjɑːnd/,prep. 超过；越过；在...较远的一边；那一边 adv. 在更远处；在远处,,0,0,1
742,beyond help,,,无可救药,0,0,1
743,bias,英:/ˈbaɪəs/ 美:/ˈbaɪəs/,n. 偏见；斜纹；偏爱；乖离率 vt. 使存偏见,,0,0,1
744,bible,英:/ˈbaɪbl/ 美:/ˈbaɪbl/,n. 圣经；（b~）有权威的书,,0,0,1
745,Biblical,英:/ˈbɪblɪkəl/ 美:/ˈbɪblɪkəl/,adj. 圣经的；依据圣经的（等于biblical）,,0,0,1
746,bicycle,英:/ˈbaɪsɪkl/ 美:/ˈbaɪsɪkl/,n. 自行车 vi. 骑脚踏车,,0,0,1
747,bid,英:/bɪd/ 美:/bɪd/,vt. 投标；出价；吩咐；表示 vi. 投标；吩咐,,0,0,1
748,bidding,英:/ˈbɪdɪŋ/ 美:/ˈbɪdɪŋ/,n. 投标；出价；命令,,0,0,1
749,big,英:/bɪg/ 美:/bɪɡ/,adj. 大的；重要的；量大的 adv. 大量地；夸大地；顺利,,0,0,1
750,bike,英:/baɪk/ 美:/baɪk/,n. 自行车；脚踏车 vi. 骑自行车（或摩托车）,,0,0,1
751,bill,英:/bɪl/ 美:/bɪl/,n. 账单；法案；广告；钞票；票据；清单 vt. 宣布；开账单；海报宣传,账单，法案，以及其他的单子,0,0,1
752,billion,英:/ˈbɪljən/ 美:/ˈbɪljən/,n. 十亿；大量 num. 十亿,,0,0,1
753,bind,英:/baɪnd/ 美:/baɪnd/,"vt. 捆绑, 捆扎 约束 装订 vt. & vi. (使)结合",,0,0,1
754,binding,英:/'baɪndɪŋ/ 美:/'baɪndɪŋ/,n. 捆绑；装订；粘合物 adj. 捆绑的；有约束力的,,0,0,1
755,biographer,英:/baɪ'ɒɡrəfə/ 美:/baɪ'ɑɡrəfɚ/,n. 传记作者,,0,0,1
756,biography,英:/baɪˈɒɡrəfi/ 美:/baɪˈɑːɡrəfi/,n. 传记,,0,0,1
757,biologist,英:/baɪˈɒlədʒɪst/ 美:/baɪˈɑːlədʒɪst/,n. 生物学家,,0,0,1
758,biology,英:/baɪˈɒlədʒi/ 美:/baɪˈɑːlədʒi/,n. 生物学；（一个地区全部的）生物,,0,0,1
759,bipartisan,英:/ˌbaɪpɑːtɪ'zæn/ 美:/ˌbaɪ'pɑrtɪzn/,adj. 两党的;代表两党的 n. 两党关系,,0,0,1
760,bird,英:/bɜːd/ 美:/bɝd/,n. 鸟；家伙；羽毛球 vt. 向…喝倒彩；起哄,,0,0,1
761,birth,英:/bɜːθ/ 美:/bɜːrθ/,n. 出生；血统，出身；起源,,0,0,1
762,birthday,英:/'bɜːθdeɪ/ 美:/'bɝθde/,n. 生日，诞辰；诞生的日子,,0,0,1
763,birthplace,英:/'bɜːθpleɪs/ 美:/'bɝθ'ples/,n. 发源地；发祥地；（尤指名人的）出生地,,0,0,1
764,biscuit,英:/'bɪskɪt/ 美:/'bɪskɪt/,n. 小点心，饼干,,0,0,1
765,bishop,英:/ˈbɪʃəp/ 美:/ˈbɪʃəp/,n. 主教,,0,0,1
766,bit,英:/bɪt/ 美:/bɪt/,n. 少量；马嚼子；比特（二进位制信息单位）；辅币；[口]老一套 vt. 控制,,0,0,1
767,bite,英:/baɪt/ 美:/baɪt/,v. 咬；叮；蜇 n. 咬；一口；(被咬的)伤痕,,0,0,1
768,bitter,英:/ˈbɪtə(r)/ 美:/ˈbɪtər/,adj. 苦的；痛苦的；充满仇恨的；尖刻的 n. 苦味；苦啤酒,,0,0,1
769,bitterly,英:/ˈbɪtəlɪ/ 美:/'bɪtɚli/,adv. 残酷地；怨恨地；苦涩地，悲痛的,,0,0,1
770,bitterness,英:/ˈbɪtənɪs/ 美:/'bɪtɚnɪs/,"n. 苦味 痛苦,悲痛 酷烈",,0,0,1
771,black,英:/blæk/ 美:/blæk/,adj. 黑的；不加牛奶的；很脏的；愤怒的；令人沮丧的；邪恶的；阴沉的；机密的；黑色幽默的 n. 黑色；黑人；黑色物 v. 抵制；(使)变黑,,0,0,1
772,blackboard,英:/'blækbɔːd/ 美:/'blækbɔrd/,n. 黑板,,0,0,1
773,blacksmith,英:/ˈblæksmɪθ/ 美:/ˈblæksmɪθ/,n. 铁匠,,0,0,1
774,blade,英:/bleɪd/ 美:/bleɪd/,n. 刀片，刀锋；叶片；剑,,0,0,1
775,blame,英:/bleɪm/ 美:/bleɪm/,vt. 责备；归咎于 n. 责备；过失；责任,,0,0,1
776,blank,英:/blæŋk/ 美:/blæŋk/,adj. 空白的；空虚的；单调的 n. 空白；空白表格；空虚,,0,0,1
777,blanket,英:/ˈblæŋkɪt/ 美:/ˈblæŋkɪt/,n. 毛毯，毯子 adj. 适用于任何情况的；总括的，综合的 v. 以厚层覆盖,,0,0,1
778,blast,英:/blɑːst/ 美:/blæst/,n. 爆炸；冲击波；一阵 vi. 猛攻,,0,0,1
779,blaze,英:/bleɪz/ 美:/bleɪz/,n. 火焰；烈火；光辉；(光或色彩的)展现；(感情的)迸发；(动物面部的)白斑；记号 v. 燃烧；发光；迸发；传播；在(树皮)上刻记号,,0,0,1
780,bleach,英:/bliːtʃ/ 美:/bliːtʃ/,vt. 使漂白，使变白 vi. 变白，漂白,,0,0,1
781,bleed,英:/bliːd/ 美:/bliːd/,vt. 使出血；榨取 vi. 流血；渗出；悲痛,,0,0,1
782,blend,英:/blend/ 美:/blend/,vt. 混合 vi. 混合；协调,,0,0,1
783,bless,英:/bles/ 美:/bles/,vt. 祝福；保佑；赞美,,0,0,1
784,blessing,英:/ˈblesɪŋ/ 美:/ˈblesɪŋ/,n. 祝福；祷告；赐福 v. 使神圣化；为…祈神赐福；使幸福（bless的ing形式）,,0,0,1
785,blind,英:/blaɪnd/ 美:/blaɪnd/,adj. 瞎的；盲目的 adv. 看不见地；盲目地,,1,1,1
786,blink,英:/blɪŋk/ 美:/blɪŋk/,vt. 眨眼；使…闪烁 vi. 眨眼；闪烁,,0,0,1
787,bliss,英:/blɪs/ 美:/blɪs/,n. 极乐；天赐的福 vt. 使欣喜若狂,,0,0,1
788,blitzkrieg,英:/'blɪtskriːg/ 美:/'blɪts'krig/,n. 闪电战 v. 以闪电战攻击,,0,0,1
789,block,英:/blɒk/ 美:/blɑːk/,n. 块；街区；障碍物；大厦 vt. 阻塞；阻止；限制,,0,0,1
790,blockage,英:/ˈblɒkɪdʒ/ 美:/ˈblɑːkɪdʒ/,n. 封锁；妨碍；堵塞，堵塞,,0,0,1
791,blond,英:/blɒnd/ 美:/blɑnd/,adj. 金发的 n. 白肤碧眼金发的人,,0,0,1
792,blood,英:/blʌd/ 美:/blʌd/,n. 血，血液；血统 vt. 从…抽血；使先取得经验,,0,0,1
793,bloody,英:/ˈblʌdi/ 美:/ˈblʌdi/,adj. 嗜杀的，残忍的；血腥的；非常的；血色的 vt. 使流血,,0,0,1
794,bloom,英:/bluːm/ 美:/bluːm/,n. 花；开花；最佳时期；花期 v. 开花；繁盛,,0,0,1
795,blossom,英:/ˈblɒsəm/ 美:/ˈblɑːsəm/,vi. 开花；兴旺；发展成 n. 花；开花期；兴旺期；花开的状态,,0,0,1
796,blot,英:/blɒt/ 美:/blɑːt/,n.  污点； 墨迹； 玷污 n.  （十五子棋中）暴露的棋子 n.  弱点 vt.  玷污； 弄脏； 吸干（墨汁等） vi.  弄上污迹,,0,0,1
797,blouse,英:/blaʊz/ 美:/blaʊs/,n. 宽松的上衣；女装衬衫 vt. 使…宽松下垂,,0,0,1
798,blow,英:/bləʊ/ 美:/bloʊ/,n. 吹；殴打；打击 vi. 风吹；喘气,,0,0,1
799,blue,英:/bluː/ 美:/bluː/,adj. 蓝色的；天蓝色的；蔚蓝色的；悲伤的；忧郁的；沮丧的；下流的 n. 蓝色；天蓝色；蔚蓝色 v. 变蓝；（使）变蓝；把…染成蓝色,,0,0,1
800,blunder,英:/ˈblʌndə(r)/ 美:/ˈblʌndər/,n. (因无知、粗心等造成)的错误 vi. 犯错误 踉踉跄跄地走,,0,0,1
801,blunt,英:/blʌnt/ 美:/blʌnt/,adj. 钝的，不锋利的；生硬的；直率的 vt. 使迟钝,,0,0,1
802,blush,英:/blʌʃ/ 美:/blʌʃ/,vi. 脸红；感到惭愧 n. 脸红；红色；羞愧,,0,0,1
803,board,英:/bɔːd/ 美:/bɔːrd/,n. 木板；甲板；膳食；董事会 vt. 用板盖上；上（飞机、车、船等）；给提供膳宿,,0,0,1
804,boarding,英:/'bɔːdɪŋ/ 美:/'bɔrdɪŋ/,n. 木板；寄膳宿；上船 adj. 供膳的,,0,0,1
805,boast,英:/bəʊst/ 美:/boʊst/,"n. 自吹自擂, 自夸的话 vt. & vi. 自夸 vt. 有(引以为荣的事物)",,0,0,1
806,boat,英:/bəʊt/ 美:/boʊt/,n. 小船；轮船 vi. 划船,,0,0,1
807,body,英:/'bɒdɪ/ 美:/'bɑdi/,n. 身体；主体；团体；主要部分；大量 vt. 赋以形体,,0,0,1
808,bodyguard,英:/ˈbɒdiɡɑːd/ 美:/ˈbɑːdiɡɑːrd/,n. 警卫员；保卫人员；保镖,,0,0,1
809,boil,英:/bɔɪl/ 美:/bɔɪl/,vi. 煮沸，沸腾；激动，激昂 vt. 煮沸，烧开；使…激动；使…蒸发,,0,0,1
810,boiler,英:/ˈbɔɪlə(r)/ 美:/ˈbɔɪlər/,n. 锅炉；盛热水器；烧水壶，热水器,,0,0,1
811,boiling,英:/'bɒɪlɪŋ/ 美:/'bɔɪlɪŋ/,adj. 沸腾的；激昂的 n. 煮沸；沸腾；起泡,,0,0,1
812,bold,英:/bəʊld/ 美:/boʊld/,adj. 大胆的，英勇的；厚颜无耻的；险峻的；黑体的,,0,0,1
813,boldness,/'bəuldnis/,n. 大胆；冒失；显著,,0,0,1
814,bolt,英:/bəʊlt/ 美:/boʊlt/,n. 门闩；螺栓；一卷布；弩箭 v. （突然）逃离；闩住；狼吞虎咽；用螺栓固定 adv. 挺直地,,0,0,1
815,bomb,英:/bɒm/ 美:/bɑːm/,vt. 轰炸，投弹于 vi. 轰炸，投弹；失败,,0,0,1
816,bomber,英:/ˈbɒmə(r)/ 美:/ˈbɑːmər/,n. 轰炸机；投弹手,,0,0,1
817,bona fide,英:/ˏbəunə ˈfaɪdɪ/ 美:/ˈbonə ˌfaɪd/,1. adj. 真诚的；善意的；真实的 2. adv. 真实地；真诚地；善意地,,0,0,1
818,bond,英:/bɒnd/ 美:/bɑːnd/,n. 结合；粘合剂；债券；约定 vi. 结合，团结在一起,,0,0,1
819,bonded,英:/'bɒndɪd/ 美:/'bɑndɪd/,adj. 有担保的；存入保税仓库的 v. 结合（bond的过去分词）,,0,0,1
820,bone,英:/bəʊn/ 美:/boʊn/,n. 骨；骨骼；香烟；一首歌 vt. 剔去...的骨；施骨肥于,,0,0,1
821,bonus,英:/ˈbəʊnəs/ 美:/ˈboʊnəs/,n. 奖金；红利；额外津贴,,0,0,1
822,bony,英:/'bəʊnɪ/ 美:/'boni/,adj. 骨的；多骨的；似骨的；瘦骨嶙峋的,,0,0,1
823,book,英:/bʊk/ 美:/bʊk/,n. 书籍；帐簿；卷；名册；工作簿 vt. 预订；登记,,1,1,1
824,bookcase,英:/'bʊkkeɪs/ 美:/'bʊkkes/,n. 书柜，书架,,0,0,1
825,booking,英:/'bʊkɪŋ/ 美:/'bʊkɪŋ/,n. 预订；预约；演出契约,,0,0,1
826,booklet,英:/'bʊklɪt/ 美:/'bʊklət/,n. 小册子,,0,0,1
827,bookshelf,英:/'bʊkʃelf/ 美:/ˈbʊkˌʃɛlf/,n. 书架,,0,0,1
828,bookstore,"英:/'bʊkstɔː/ 美:/'bʊk,stor/",n. 书店,,0,0,1
829,boom,英:/buːm/ 美:/buːm/,vt. 发隆隆声；使兴旺 vi. 发隆隆声；急速发展,,0,0,1
830,booming,/'bu:miŋ/,adj. 兴旺的，繁荣的；大受欢迎的 v. 发出隆隆声；兴旺（boom的ing形式）,,0,0,1
831,boost,英:/buːst/ 美:/buːst/,vt. 促进；增加；支援 vi. 宣扬；偷窃,,0,0,1
832,boot,英:/buːt/ 美:/buːt/,vt. 使穿靴；引导；踢；解雇 n. 靴子；汽车行李箱；踢,,0,0,1
833,booth,英:/buːð/ 美:/buːθ/,n. 货摊；公用电话亭,,0,0,1
834,border,英:/ˈbɔːdə(r)/ 美:/ˈbɔːrdər/,n. 边界；边境；国界 vt. 接近；与…接壤；在…上镶边,,0,0,1
835,bore,英:/bɔː(r)/ 美:/bɔːr/,v. 使厌烦；开凿；钻孔；挖掘；盯着看 n. 讨厌的人；麻烦事；(管道、枪炮等的)孔；涌潮；(找水或石油的)钻孔,,0,0,1
836,boreal,英:/ˈbɔːriəl/ 美:/ˈbɔːriəl/,adj. 北的，北方的；北风的,,0,0,1
837,boring,英:/ˈbɔːrɪŋ/ 美:/ˈbɔːrɪŋ/,adj. 令人厌烦的；无聊的 n. 钻孔,,0,0,1
838,born,英:/bɔ:n/ 美:/bɔrn/,v. 出世（bear的过去分词） adj. 天生的,,0,0,1
839,borrow,英:/ˈbɒrəʊ/ 美:/ˈbɔːroʊ/,vi. 借；借用；从其他语言中引入 vt. 借用；借,,0,0,1
840,borrowings,/'bɔrəuiŋ/,n. 借款,,0,0,1
841,bosom,英:/ˈbʊzəm/ 美:/ˈbʊzəm/,n. 胸；胸襟；胸怀；中间；内部；内心；乳房 vt. 怀抱；把…藏在心中,,0,0,1
842,boss,英:/bɒs/ 美:/bɔːs/,n. 老板；工头；领班；领导 v. 对…颐指气使；对…指手画脚 adj.【俚】很好的,,0,0,1
843,bossy,英:/'bɒsɪ/ 美:/'bɔsi/,adj. 专横的；浮雕装饰的；爱指挥他人的 n. 母牛；牛犊,,0,0,1
844,both,英:/bəʊθ/ 美:/boθ/,adj. 两者的；两个的 adv. 又；并；两者皆,,0,0,1
845,bother,英:/ˈbɒðə(r)/ 美:/ˈbɑːðər/,vt. 烦扰，打扰；使……不安；使……恼怒 vi. 烦恼；操心，麻烦,,0,0,1
846,bottle,英:/'bɒt(ə)l/ 美:/'bɑtl/,n. 瓶子；一瓶的容量 vt. 把…装入瓶中；控制,,0,0,1
847,bottle-neck,,n. 瓶颈,,0,0,1
848,bottom,英:/ˈbɒtəm/ 美:/ˈbɑːtəm/,n. 底部，最下部，（朝下的）底，底面；（容器内的）底；（湖、河、游泳池等的）底，水底；（班级、名单等的）最末位置，排名最后的人（或团队等）；（吃水线以下的）船底，船身；【英】…尽头，屁股，臀部；（两件套衣服的）下半身（bottoms） adj. 底部的，最后的，尽头的 v. （价格、恶劣局势等）降到最低点，停止恶化（bottom out）,,0,0,1
849,bottom-line,/'bɔtəmlain/,vt. 确切地报出…的最终费用,,0,0,1
850,bough,英:/baʊ/ 美:/baʊ/,n. 大树枝,,0,0,1
851,bounce,英:/baʊns/ 美:/baʊns/,n. 弹力；活力；跳 vt. 弹跳；使弹起,,0,0,1
852,bound,英:/baʊnd/ 美:/baʊnd/,"vi. 跳; 弹回 2.vt. 给…划界, 限制 3.adj.被捆绑的, 被束缚的；一定的, 必定的;",,1,0,1
853,boundary,英:/ˈbaʊndri/ 美:/ˈbaʊndri/,n. 分界线；边界；范围,,0,0,1
854,bourgeois,英:/ˈbʊəʒwɑː，ˌbʊəˈʒwɑː/ 美:/ˌbʊrˈʒwɑː，ˈbʊrʒwɑː/,adj. 传统中产阶级的（含贬义）；追求名利且平庸的；世俗的；（马克思主义者所指的）资本主义的，资产阶级的,,0,0,1
855,bow,英:/baʊ/ 美:/baʊ/,n. 弓；鞠躬；船首 vi. 鞠躬；弯腰,,1,1,1
856,bowl,英:/bəʊl/ 美:/boʊl/,n. 碗；木球；大酒杯 vi. 玩保龄球；滑动；平稳快速移动,,0,0,1
857,bowling,英:/'bəʊlɪŋ/ 美:/'bolɪŋ/,n. 滚木球戏；保龄球戏 v. 打保龄球（bowl的现在分词）,,0,0,1
858,box,英:/bɒks/ 美:/bɑks/,n. 箱，盒子；包厢；一拳 vi. 拳击,,0,0,1
859,boxer,英:/'bɒksə/ 美:/'bɑksɚ/,n. 拳师，拳击手,,0,0,1
860,boxing,英:/ˈbɒksɪŋ/ 美:/ˈbɑːksɪŋ/,n. 拳击；装箱；围模；做箱的材料 v. 将…装入盒中（box的ing形式）,,0,0,1
861,boxing-day,,,,1,0,1
862,boy,英:/bɒɪ/ 美:/bɔɪ/,n. 男孩；[美口]男人,,0,0,1
863,boycott,英:/ˈbɔɪkɒt/ 美:/ˈbɔɪkɑːt/,vt. 联合抵制；拒绝参加 n. 联合抵制,,0,0,1
864,brace,英:/breɪs/ 美:/breɪs/,n. 箍子；夹子；支架；大括弧；大括号；一对，一双 v. 使作准备；顶住，抵住（以免跌倒等）；（做费劲的事之前）绷紧（身体部位）的肌肉；加强，加固,,0,0,1
865,bracket,英:/ˈbrækɪt/ 美:/ˈbrækɪt/,n. 支架；括号；墙上凸出的托架 vt. 括在一起；把…归入同一类；排除,,0,0,1
866,brag,英:/bræɡ/ 美:/bræɡ/,n. 吹牛，自夸 vi. 吹牛，自夸,,0,0,1
867,brain,英:/breɪn/ 美:/breɪn/,n. 脑袋；头脑，智力 vt. 猛击…的头部,,0,0,1
868,brake,英:/breɪk/ 美:/breɪk/,vi. 刹车 n. 闸，刹车；阻碍,,0,0,1
869,branch,英:/brɑːntʃ/ 美:/bræntʃ/,vt. 分支；出现分歧 vi. 分支；出现分歧,,0,0,1
870,brand,英:/brænd/ 美:/brænd/,"n. 商标, 牌子 烙印 vt. 打烙印于, 以烙铁打 加污名于, 谴责",,0,0,1
871,brandy,英:/ˈbrændi/ 美:/ˈbrændi/,n. 白兰地酒,,0,0,1
872,brass,英:/brɑːs/ 美:/bræs，brɑs/,n. 黄铜；黄铜制品；厚脸皮；铜管乐器,,0,0,1
873,brave,英:/breɪv/ 美:/brev/,adj. 勇敢的；华丽的 vt. 勇敢地面对,,0,0,1
874,bravely,英:/'breivli/ 美:/ˈbrevlɪ/,adv. 勇敢地；华丽地,,0,0,1
875,bravery,英:/'breɪv(ə)rɪ/ 美:/'brevəri/,n. 勇敢；勇气,,0,0,1
876,bravo,英:/brɑː'vəʊ/ 美:/ˌbrɑ'vo/,n. 喝彩；亡命徒 vt. 喝彩,,0,0,1
877,Brazil,英:/brəˈzil/ 美:/brəˈzɪl/,n. 巴西（拉丁美洲国家）,,0,0,1
